"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.23,0.18,0.23,0.03,0,0,0,0,0,0,0,0
"2",0.19,0.09,0.19,0.26,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0
